application_id,user_id,application_start_date,user_type,employment_status,credit_score_band,device_type,loan_amount_requested,step_reached,application_completed,loan_approved,time_on_application_mins
APP-01175,USR-00295,2023-07-04,new_user,employed,good,mobile,50000,5,no,,5
APP-01176,USR-00589,2023-07-24,new_user,employed,fair,mobile,13000,5,no,,4
APP-01177,USR-01220,2023-08-02,new_user,employed,excellent,desktop,36000,7,yes,yes,31
APP-01178,USR-01518,2023-09-13,new_user,employed,poor,mobile,42000,5,no,,34
APP-01179,USR-01314,2023-05-15,abandoned_restart,employed,good,mobile,37000,7,yes,no,18
APP-01180,USR-00462,2023-03-29,rejected_reapply,unemployed,fair,tablet,3000,1,no,,12
APP-01181,USR-00426,2023-07-26,rejected_reapply,unemployed,good,mobile,16000,5,no,,5
APP-01182,USR-00535,2023-05-09,new_user,employed,good,desktop,26000,5,no,,28
APP-01183,USR-01055,2023-01-03,abandoned_restart,employed,good,mobile,40000,7,yes,yes,20
APP-01184,USR-01552,2023-05-01,new_user,employed,poor,desktop,39000,2,no,,26
APP-01185,USR-00018,2024-01-20,new_user,employed,good,desktop,19000,3,no,,5
APP-01186,USR-01193,2023-02-07,abandoned_restart,self-employed,fair,mobile,46000,1,no,,6
APP-01187,USR-00133,2023-12-07,new_user,employed,fair,mobile,15000,0,no,,6
APP-01188,USR-01528,2023-01-21,new_user,unemployed,poor,mobile,32000,1,no,,1
APP-01189,USR-01519,2023-08-30,new_user,unemployed,good,mobile,49000,5,no,,46
APP-01190,USR-01788,2024-03-30,abandoned_restart,employed,good,mobile,21000,5,no,,37
APP-01191,USR-00191,2023-10-30,abandoned_restart,employed,good,desktop,1000,5,no,,29
APP-01192,USR-01690,2023-03-10,new_user,employed,good,mobile,6000,5,no,,7
APP-01193,USR-00557,2023-05-09,rejected_reapply,employed,good,mobile,27000,3,no,,7
APP-01194,USR-01705,2023-07-15,new_user,employed,good,desktop,23000,7,yes,no,17
APP-01195,USR-01399,2023-05-20,new_user,employed,fair,mobile,47000,5,no,,47
APP-01196,USR-00816,2024-03-19,abandoned_restart,unemployed,fair,mobile,31000,0,no,,4
APP-01197,USR-00571,2023-10-10,abandoned_restart,employed,good,mobile,12000,5,no,,32
APP-01198,USR-00353,2023-11-08,second_loan,employed,good,mobile,21000,7,yes,yes,25
APP-01199,USR-00092,2024-06-18,new_user,self-employed,excellent,desktop,2000,1,no,,1
APP-01200,USR-01844,2023-10-04,abandoned_restart,self-employed,excellent,desktop,5000,1,no,,3
APP-01201,USR-00321,2023-03-02,abandoned_restart,employed,fair,mobile,9000,5,no,,34
APP-01202,USR-01171,2023-11-15,rejected_reapply,unemployed,poor,mobile,20000,5,no,,8
APP-01203,USR-00152,2023-02-21,new_user,employed,good,mobile,46000,2,no,,5
APP-01204,USR-01227,2023-06-02,abandoned_restart,employed,fair,mobile,18000,1,no,,5
APP-01205,USR-01211,2023-11-07,new_user,employed,poor,tablet,22000,5,no,,43
APP-01206,USR-00698,2024-06-27,new_user,employed,excellent,mobile,8000,2,no,,19
APP-01207,USR-00570,2024-01-24,new_user,self-employed,fair,mobile,34000,1,no,,6
APP-01208,USR-00349,2023-06-26,new_user,self-employed,excellent,mobile,9000,0,no,,10
APP-01209,USR-01479,2023-12-28,new_user,self-employed,good,desktop,7000,0,no,,7
APP-01210,USR-00699,2023-11-10,rejected_reapply,employed,good,desktop,30000,7,yes,yes,19
APP-01211,USR-01903,2023-04-07,new_user,employed,fair,desktop,18000,7,yes,no,19
APP-01212,USR-01138,2023-08-01,abandoned_restart,employed,fair,desktop,27000,5,no,,37
APP-01213,USR-01496,2023-05-17,new_user,employed,good,mobile,16000,5,no,,3
APP-01214,USR-00131,2023-01-06,new_user,self-employed,fair,mobile,21000,2,no,,23
APP-01215,USR-00796,2023-04-19,new_user,self-employed,fair,mobile,5000,2,no,,14
APP-01216,USR-00973,2023-02-08,new_user,employed,fair,desktop,29000,4,no,,11
APP-01217,USR-00125,2024-02-29,new_user,employed,fair,desktop,47000,7,yes,yes,14
APP-01218,USR-00454,2023-09-18,new_user,employed,fair,mobile,37000,5,no,,26
APP-01219,USR-00914,2024-03-01,new_user,employed,good,desktop,43000,6,no,,36
APP-01220,USR-01200,2023-03-28,new_user,employed,fair,desktop,22000,6,no,,3
APP-01221,USR-01554,2024-04-09,new_user,employed,poor,desktop,14000,7,yes,no,18
APP-01222,USR-00038,2023-03-17,new_user,employed,good,mobile,19000,4,no,,45
APP-01223,USR-00975,2024-04-15,new_user,employed,excellent,desktop,35000,2,no,,23
APP-01224,USR-01148,2024-02-18,rejected_reapply,employed,fair,mobile,24000,5,no,,12
APP-01225,USR-00984,2024-04-01,rejected_reapply,employed,poor,desktop,42000,0,no,,5
APP-01226,USR-00049,2023-10-12,abandoned_restart,self-employed,good,tablet,6000,1,no,,2
APP-01227,USR-00040,2023-08-27,new_user,employed,excellent,mobile,3000,5,no,,22
APP-01228,USR-00510,2024-01-07,abandoned_restart,student,good,desktop,34000,7,yes,yes,18
APP-01229,USR-00170,2024-05-09,rejected_reapply,employed,good,desktop,45000,0,no,,8
APP-01230,USR-00738,2023-02-14,abandoned_restart,employed,fair,mobile,50000,2,no,,8
APP-01231,USR-01293,2024-02-05,new_user,employed,good,mobile,2000,2,no,,8
APP-01232,USR-01219,2023-09-04,abandoned_restart,employed,poor,mobile,15000,4,no,,3
APP-01233,USR-01579,2024-03-25,rejected_reapply,self-employed,good,tablet,37000,5,no,,9
APP-01234,USR-00635,2024-04-29,new_user,employed,good,desktop,15000,7,yes,yes,32
APP-01235,USR-01600,2023-01-18,abandoned_restart,unemployed,excellent,mobile,32000,1,no,,2
APP-01236,USR-00580,2023-10-16,new_user,unemployed,fair,mobile,21000,2,no,,11
APP-01237,USR-01838,2024-02-18,new_user,employed,poor,mobile,17000,3,no,,7
APP-01238,USR-01369,2023-08-23,new_user,employed,good,mobile,34000,3,no,,5
APP-01239,USR-00893,2024-02-20,abandoned_restart,self-employed,good,mobile,32000,1,no,,1
APP-01240,USR-01540,2024-05-13,new_user,employed,good,mobile,50000,5,no,,3
APP-01241,USR-00781,2023-04-25,new_user,self-employed,fair,mobile,47000,1,no,,8
APP-01242,USR-00160,2023-08-22,new_user,employed,fair,mobile,23000,4,no,,6
APP-01243,USR-01289,2024-06-23,new_user,employed,good,desktop,35000,2,no,,13
APP-01244,USR-01378,2023-01-11,new_user,employed,fair,tablet,37000,5,no,,3
APP-01245,USR-00373,2023-07-25,abandoned_restart,employed,excellent,desktop,43000,4,no,,30
APP-01246,USR-00062,2023-09-04,abandoned_restart,unemployed,good,desktop,41000,3,no,,26
APP-01247,USR-00850,2023-05-07,new_user,employed,good,mobile,37000,5,no,,10
APP-01248,USR-01851,2023-05-27,new_user,self-employed,good,mobile,33000,2,no,,14
APP-01249,USR-00419,2023-04-28,new_user,employed,good,mobile,25000,5,no,,22
APP-01250,USR-01044,2024-01-17,rejected_reapply,employed,fair,desktop,46000,5,no,,5
APP-01251,USR-00700,2024-02-16,new_user,employed,excellent,tablet,37000,5,no,,5
APP-01252,USR-01612,2023-12-29,new_user,employed,fair,desktop,40000,7,yes,no,26
APP-01253,USR-01350,2024-05-23,new_user,employed,good,desktop,21000,5,no,,6
APP-01254,USR-01071,2023-05-17,abandoned_restart,employed,fair,desktop,46000,1,no,,5
APP-01255,USR-00054,2023-06-24,rejected_reapply,self-employed,good,mobile,48000,1,no,,1
APP-01256,USR-01913,2023-10-16,rejected_reapply,employed,fair,mobile,38000,4,no,,36
APP-01257,USR-00506,2024-04-25,abandoned_restart,employed,fair,mobile,40000,5,no,,11
APP-01258,USR-00753,2023-01-19,new_user,self-employed,excellent,mobile,34000,7,yes,yes,22
APP-01259,USR-00128,2023-07-14,new_user,self-employed,fair,desktop,19000,2,no,,14
APP-01260,USR-01703,2023-11-26,new_user,employed,good,mobile,27000,1,no,,11
APP-01261,USR-01664,2023-06-24,new_user,employed,excellent,mobile,9000,5,no,,44
APP-01262,USR-01409,2024-03-24,new_user,unemployed,poor,mobile,5000,1,no,,3
APP-01263,USR-01131,2023-12-20,new_user,employed,good,mobile,5000,5,no,,4
APP-01264,USR-00277,2024-05-13,new_user,employed,fair,mobile,25000,7,yes,yes,19
APP-01265,USR-00772,2023-05-21,rejected_reapply,employed,poor,mobile,26000,5,no,,8
APP-01266,USR-00564,2023-04-03,abandoned_restart,self-employed,good,mobile,19000,5,no,,3
APP-01267,USR-01878,2023-08-27,rejected_reapply,employed,excellent,desktop,30000,7,yes,yes,18
APP-01268,USR-00226,2023-07-24,abandoned_restart,student,poor,mobile,36000,1,no,,4
APP-01269,USR-01086,2024-03-08,new_user,employed,good,desktop,48000,5,no,,3
APP-01270,USR-01428,2023-09-02,abandoned_restart,self-employed,good,desktop,48000,2,no,,12
APP-01271,USR-01424,2023-11-13,new_user,employed,excellent,desktop,16000,2,no,,25
APP-01272,USR-00511,2023-10-22,abandoned_restart,employed,poor,desktop,7000,2,no,,12
APP-01273,USR-00403,2023-10-09,new_user,unemployed,good,mobile,18000,0,no,,1
APP-01274,USR-01398,2023-01-17,second_loan,employed,good,mobile,21000,6,no,,5
APP-01275,USR-01444,2023-03-12,new_user,employed,good,mobile,31000,5,no,,22
APP-01276,USR-01164,2023-09-26,new_user,employed,excellent,mobile,1000,5,no,,33
APP-01277,USR-00964,2023-11-21,rejected_reapply,employed,excellent,tablet,3000,2,no,,5
APP-01278,USR-01607,2023-11-01,new_user,employed,poor,desktop,31000,5,no,,33
APP-01279,USR-00399,2024-03-26,abandoned_restart,self-employed,good,mobile,25000,7,yes,yes,26
APP-01280,USR-00585,2023-01-07,abandoned_restart,employed,fair,mobile,8000,5,no,,48
APP-01281,USR-00949,2023-11-10,rejected_reapply,employed,fair,mobile,1000,4,no,,33
APP-01282,USR-00705,2023-04-13,second_loan,employed,good,desktop,7000,6,no,,51
APP-01283,USR-00432,2023-07-12,second_loan,self-employed,fair,desktop,7000,1,no,,9
APP-01284,USR-00293,2024-06-12,new_user,self-employed,good,desktop,8000,2,no,,5
APP-01285,USR-00146,2023-06-20,rejected_reapply,employed,excellent,tablet,19000,7,yes,yes,35
APP-01286,USR-01728,2024-06-20,abandoned_restart,employed,poor,mobile,17000,0,no,,2
APP-01287,USR-01826,2023-09-08,abandoned_restart,unemployed,excellent,mobile,11000,5,no,,33
APP-01288,USR-01166,2024-01-22,new_user,employed,good,mobile,47000,6,no,,33
APP-01289,USR-00003,2023-07-26,abandoned_restart,unemployed,good,mobile,41000,7,yes,yes,16
APP-01290,USR-00577,2024-06-24,second_loan,unemployed,excellent,tablet,49000,1,no,,7
APP-01291,USR-00640,2024-02-20,rejected_reapply,self-employed,fair,mobile,11000,5,no,,35
APP-01292,USR-00340,2024-01-15,new_user,employed,good,desktop,38000,7,yes,yes,26
APP-01293,USR-01323,2023-05-24,new_user,self-employed,good,mobile,41000,2,no,,8
APP-01294,USR-00926,2023-01-25,new_user,self-employed,fair,mobile,50000,1,no,,6
APP-01295,USR-00266,2023-03-14,rejected_reapply,employed,excellent,mobile,2000,1,no,,2
APP-01296,USR-00377,2023-04-03,abandoned_restart,employed,excellent,mobile,4000,1,no,,6
APP-01297,USR-01551,2024-05-19,new_user,employed,poor,desktop,50000,3,no,,8
APP-01298,USR-00272,2023-12-02,new_user,employed,poor,mobile,28000,5,no,,55
APP-01299,USR-00697,2024-02-29,new_user,employed,good,desktop,33000,7,yes,yes,19
APP-01300,USR-00088,2024-05-13,new_user,employed,poor,desktop,11000,7,yes,no,21
APP-01301,USR-00245,2023-12-30,rejected_reapply,employed,good,mobile,3000,5,no,,43
APP-01302,USR-01858,2023-07-18,abandoned_restart,employed,poor,desktop,40000,4,no,,49
APP-01303,USR-00477,2024-02-17,new_user,employed,good,mobile,5000,1,no,,5
APP-01304,USR-01408,2023-12-05,new_user,self-employed,poor,desktop,21000,7,yes,no,29
APP-01305,USR-01673,2024-03-04,new_user,unemployed,fair,desktop,22000,4,no,,6
APP-01306,USR-01539,2023-05-19,second_loan,employed,good,tablet,37000,5,no,,40
APP-01307,USR-01394,2024-06-25,new_user,employed,good,mobile,11000,5,no,,49
APP-01308,USR-00388,2023-02-26,new_user,employed,excellent,mobile,44000,5,no,,7
APP-01309,USR-00460,2023-08-20,new_user,self-employed,excellent,mobile,22000,1,no,,4
APP-01310,USR-00489,2024-03-10,abandoned_restart,self-employed,fair,mobile,41000,4,no,,46
APP-01311,USR-00251,2024-01-19,abandoned_restart,unemployed,poor,desktop,13000,7,yes,no,30
APP-01312,USR-00414,2023-07-13,abandoned_restart,employed,excellent,tablet,3000,5,no,,20
APP-01313,USR-00593,2024-06-17,new_user,student,excellent,mobile,13000,2,no,,15
APP-01314,USR-01194,2024-06-01,new_user,employed,excellent,mobile,28000,5,no,,56
APP-01315,USR-00021,2023-07-04,new_user,self-employed,poor,mobile,11000,5,no,,4
APP-01316,USR-00311,2023-10-19,abandoned_restart,employed,excellent,mobile,11000,3,no,,14
APP-01317,USR-00894,2023-12-01,new_user,unemployed,fair,mobile,21000,2,no,,5
APP-01318,USR-01132,2023-04-26,new_user,employed,good,mobile,21000,2,no,,11
APP-01319,USR-00493,2023-02-18,rejected_reapply,self-employed,excellent,desktop,7000,2,no,,23
APP-01320,USR-00016,2023-03-23,rejected_reapply,self-employed,fair,mobile,17000,5,no,,5
APP-01321,USR-01668,2023-11-29,new_user,employed,excellent,mobile,48000,2,no,,16
APP-01322,USR-00722,2023-12-01,new_user,employed,fair,desktop,14000,5,no,,40
APP-01323,USR-00921,2024-06-15,new_user,unemployed,excellent,mobile,33000,1,no,,2
APP-01324,USR-00982,2023-08-09,abandoned_restart,employed,fair,desktop,11000,7,yes,yes,16
APP-01325,USR-00685,2023-11-19,rejected_reapply,employed,excellent,desktop,13000,5,no,,7
APP-01326,USR-00628,2023-01-03,new_user,employed,poor,desktop,1000,7,yes,no,28
APP-01327,USR-00364,2023-07-25,new_user,employed,good,mobile,34000,5,no,,8
APP-01328,USR-00670,2023-02-09,rejected_reapply,employed,good,mobile,9000,5,no,,3
APP-01329,USR-00183,2023-02-28,rejected_reapply,employed,good,desktop,13000,7,yes,yes,19
APP-01330,USR-00986,2024-05-21,new_user,employed,fair,desktop,37000,5,no,,42
APP-01331,USR-01660,2023-05-02,new_user,employed,good,mobile,30000,2,no,,16
APP-01332,USR-01195,2024-04-23,new_user,unemployed,fair,mobile,41000,7,yes,no,22
APP-01333,USR-01914,2023-04-06,new_user,student,good,mobile,45000,1,no,,7
APP-01334,USR-00373,2024-02-18,rejected_reapply,self-employed,fair,mobile,37000,5,no,,38
APP-01335,USR-01122,2023-08-23,rejected_reapply,employed,excellent,mobile,47000,7,yes,no,19
APP-01336,USR-00188,2023-03-03,abandoned_restart,unemployed,poor,mobile,7000,5,no,,7
APP-01337,USR-00620,2023-09-13,new_user,employed,fair,mobile,14000,7,yes,yes,25
APP-01338,USR-01819,2023-12-14,rejected_reapply,employed,fair,desktop,48000,4,no,,3
APP-01339,USR-01176,2023-05-04,new_user,unemployed,good,mobile,6000,3,no,,19
APP-01340,USR-01740,2024-04-26,new_user,self-employed,fair,desktop,34000,2,no,,5
APP-01341,USR-00190,2023-11-13,new_user,self-employed,good,desktop,16000,1,no,,5
APP-01342,USR-00615,2024-05-18,new_user,self-employed,excellent,mobile,37000,2,no,,17
APP-01343,USR-01796,2023-02-17,abandoned_restart,employed,good,desktop,36000,3,no,,11
APP-01344,USR-00995,2024-02-13,new_user,employed,good,desktop,46000,7,yes,yes,31
APP-01345,USR-00935,2023-05-16,new_user,self-employed,poor,mobile,6000,1,no,,1
APP-01346,USR-00372,2023-07-20,new_user,employed,good,mobile,8000,5,no,,34
APP-01347,USR-01603,2023-09-07,new_user,employed,fair,mobile,24000,5,no,,30
APP-01348,USR-01899,2023-11-10,new_user,self-employed,good,tablet,3000,7,yes,no,10
APP-01349,USR-00594,2024-01-03,new_user,self-employed,fair,desktop,4000,5,no,,9
APP-01350,USR-00727,2024-03-04,rejected_reapply,employed,good,mobile,32000,5,no,,33
APP-01351,USR-00827,2024-04-24,new_user,self-employed,fair,desktop,1000,7,yes,no,17
APP-01352,USR-00688,2023-11-10,new_user,self-employed,excellent,mobile,34000,1,no,,6
APP-01353,USR-00367,2024-05-14,new_user,self-employed,poor,mobile,45000,5,no,,35
APP-01354,USR-00137,2023-12-21,rejected_reapply,employed,good,desktop,9000,7,yes,yes,19
APP-01355,USR-00629,2024-04-29,new_user,employed,poor,mobile,12000,4,no,,38
APP-01356,USR-00335,2023-07-30,new_user,employed,good,desktop,10000,3,no,,25
APP-01357,USR-01771,2023-02-13,new_user,employed,excellent,desktop,10000,7,yes,yes,15
APP-01358,USR-00377,2024-06-24,new_user,employed,good,desktop,50000,5,no,,43
APP-01359,USR-01110,2023-04-02,new_user,employed,good,mobile,44000,5,no,,7
APP-01360,USR-01545,2023-09-22,abandoned_restart,employed,excellent,desktop,48000,1,no,,8
APP-01361,USR-00401,2023-08-08,abandoned_restart,unemployed,good,tablet,23000,5,no,,20
APP-01362,USR-00711,2024-03-17,new_user,employed,good,mobile,6000,5,no,,29
APP-01363,USR-01040,2024-02-05,abandoned_restart,self-employed,good,mobile,24000,1,no,,1
APP-01364,USR-00682,2024-02-04,abandoned_restart,self-employed,good,mobile,24000,5,no,,33
APP-01365,USR-00277,2024-05-04,new_user,employed,poor,desktop,21000,0,no,,6
APP-01366,USR-01729,2024-04-29,new_user,unemployed,excellent,desktop,42000,4,no,,3
APP-01367,USR-00489,2024-04-14,new_user,employed,good,mobile,31000,5,no,,9
APP-01368,USR-00053,2024-03-20,new_user,employed,poor,desktop,47000,5,no,,40
APP-01369,USR-01113,2023-09-26,abandoned_restart,self-employed,good,mobile,41000,4,no,,13
APP-01370,USR-00466,2023-09-24,rejected_reapply,employed,fair,desktop,30000,7,yes,no,30
APP-01371,USR-01224,2023-02-23,second_loan,self-employed,poor,mobile,34000,2,no,,25
APP-01372,USR-01628,2024-06-11,abandoned_restart,employed,good,mobile,18000,1,no,,4
APP-01373,USR-00976,2024-06-03,new_user,self-employed,excellent,mobile,12000,5,no,,47
APP-01374,USR-00113,2023-02-28,new_user,employed,excellent,mobile,35000,5,no,,49
APP-01375,USR-01105,2023-02-09,rejected_reapply,self-employed,excellent,desktop,7000,1,no,,1
APP-01376,USR-01744,2023-08-25,new_user,employed,excellent,mobile,41000,1,no,,8
APP-01377,USR-00339,2024-01-21,abandoned_restart,self-employed,poor,mobile,40000,4,no,,9
APP-01378,USR-01737,2023-10-27,abandoned_restart,self-employed,fair,mobile,25000,7,yes,yes,25
APP-01379,USR-01598,2024-01-30,abandoned_restart,employed,excellent,mobile,6000,4,no,,37
APP-01380,USR-00490,2023-07-26,rejected_reapply,self-employed,fair,desktop,1000,7,yes,no,27
APP-01381,USR-01919,2023-12-02,new_user,employed,good,desktop,46000,3,no,,10
APP-01382,USR-01400,2024-05-28,abandoned_restart,unemployed,good,mobile,16000,0,no,,1
APP-01383,USR-00477,2023-06-27,rejected_reapply,employed,fair,mobile,48000,5,no,,37
APP-01384,USR-00817,2024-01-31,new_user,self-employed,excellent,mobile,4000,1,no,,5
APP-01385,USR-01068,2024-01-06,abandoned_restart,self-employed,good,tablet,29000,5,no,,8
APP-01386,USR-00275,2023-11-14,new_user,employed,good,tablet,38000,5,no,,20
APP-01387,USR-00419,2024-01-04,second_loan,employed,excellent,desktop,47000,5,no,,43
APP-01388,USR-00866,2024-01-19,new_user,employed,good,tablet,28000,5,no,,9
APP-01389,USR-00102,2023-03-03,new_user,self-employed,fair,desktop,22000,5,no,,8
APP-01390,USR-01847,2024-05-19,new_user,employed,good,desktop,8000,1,no,,8
APP-01391,USR-00108,2023-08-27,abandoned_restart,employed,excellent,mobile,32000,5,no,,10
APP-01392,USR-01792,2023-07-14,new_user,self-employed,good,mobile,33000,5,no,,5
APP-01393,USR-00131,2023-08-10,new_user,employed,good,mobile,13000,5,no,,26
APP-01394,USR-00316,2023-03-02,new_user,self-employed,good,mobile,27000,3,no,,15
APP-01395,USR-01832,2023-05-09,rejected_reapply,employed,fair,desktop,18000,2,no,,8
APP-01396,USR-01895,2023-06-05,new_user,employed,excellent,mobile,18000,5,no,,8
APP-01397,USR-01671,2024-01-13,new_user,self-employed,excellent,mobile,13000,7,yes,yes,28
APP-01398,USR-00225,2024-03-12,abandoned_restart,employed,fair,mobile,22000,0,no,,1
APP-01399,USR-00387,2023-07-26,new_user,employed,poor,mobile,14000,7,yes,no,18
APP-01400,USR-01653,2024-01-23,rejected_reapply,unemployed,excellent,mobile,11000,5,no,,42
APP-01401,USR-01795,2024-04-24,new_user,employed,excellent,tablet,39000,2,no,,14
APP-01402,USR-00713,2023-12-06,abandoned_restart,student,excellent,desktop,50000,1,no,,4
APP-01403,USR-00073,2023-12-06,new_user,student,excellent,desktop,22000,5,no,,24
APP-01404,USR-00264,2023-07-23,new_user,employed,good,mobile,36000,7,yes,yes,25
APP-01405,USR-00201,2023-06-10,abandoned_restart,employed,good,mobile,17000,5,no,,4
APP-01406,USR-00482,2024-06-23,new_user,self-employed,good,mobile,32000,5,no,,37
APP-01407,USR-00206,2024-01-27,abandoned_restart,employed,poor,desktop,14000,4,no,,3
APP-01408,USR-00338,2024-06-17,new_user,employed,good,mobile,42000,5,no,,20
APP-01409,USR-01268,2023-03-11,new_user,self-employed,good,mobile,29000,1,no,,4
APP-01410,USR-01172,2024-02-09,new_user,employed,good,desktop,6000,7,yes,yes,30
APP-01411,USR-00460,2024-05-31,second_loan,unemployed,good,mobile,50000,2,no,,15
APP-01412,USR-01763,2023-04-30,new_user,employed,good,mobile,4000,4,no,,31
APP-01413,USR-00455,2023-08-05,new_user,employed,fair,mobile,11000,1,no,,3
APP-01414,USR-01717,2023-02-25,new_user,employed,fair,mobile,45000,2,no,,5
APP-01415,USR-00406,2024-01-01,new_user,student,fair,mobile,40000,7,yes,no,15
APP-01416,USR-00758,2024-05-18,new_user,self-employed,fair,mobile,10000,1,no,,7
APP-01417,USR-01911,2024-03-30,rejected_reapply,self-employed,excellent,desktop,28000,7,yes,yes,31
APP-01418,USR-00664,2023-04-14,new_user,employed,fair,desktop,11000,7,yes,no,16
APP-01419,USR-01564,2023-03-18,rejected_reapply,employed,fair,mobile,35000,7,yes,yes,15
APP-01420,USR-00098,2023-08-18,new_user,employed,good,desktop,15000,5,no,,33
APP-01421,USR-01334,2023-09-15,abandoned_restart,employed,good,mobile,8000,0,no,,2
APP-01422,USR-00551,2023-09-21,rejected_reapply,employed,fair,mobile,20000,3,no,,22
APP-01423,USR-00744,2023-11-27,new_user,self-employed,good,mobile,50000,7,yes,yes,22
APP-01424,USR-00807,2023-07-01,second_loan,employed,good,desktop,21000,5,no,,21
APP-01425,USR-00187,2023-01-27,new_user,unemployed,fair,mobile,1000,7,yes,yes,28
APP-01426,USR-00331,2023-10-03,rejected_reapply,employed,fair,desktop,29000,7,yes,yes,13
APP-01427,USR-00253,2023-10-26,abandoned_restart,student,excellent,desktop,24000,5,no,,57
APP-01428,USR-01790,2023-04-01,new_user,employed,excellent,mobile,30000,5,no,,52
APP-01429,USR-01676,2024-04-24,new_user,employed,good,desktop,40000,5,no,,37
APP-01430,USR-00149,2024-04-02,new_user,employed,poor,tablet,35000,7,yes,no,21
APP-01431,USR-01473,2024-03-26,new_user,employed,good,mobile,33000,5,no,,6
APP-01432,USR-01719,2023-12-31,new_user,employed,good,mobile,20000,2,no,,7
APP-01433,USR-01584,2023-12-17,new_user,employed,fair,desktop,16000,3,no,,14
APP-01434,USR-01735,2024-02-04,new_user,employed,good,desktop,9000,7,yes,yes,12
APP-01435,USR-00693,2023-09-10,abandoned_restart,self-employed,good,mobile,31000,5,no,,3
APP-01436,USR-00819,2024-04-03,new_user,self-employed,fair,mobile,17000,5,no,,29
APP-01437,USR-01387,2024-05-13,new_user,self-employed,good,mobile,31000,7,yes,no,11
APP-01438,USR-00036,2024-05-22,abandoned_restart,employed,excellent,mobile,48000,5,no,,4
APP-01439,USR-01725,2023-10-31,new_user,self-employed,fair,mobile,23000,4,no,,42
APP-01440,USR-00684,2024-05-15,new_user,employed,excellent,tablet,6000,5,no,,45
APP-01441,USR-00702,2023-06-15,new_user,employed,poor,desktop,30000,5,no,,6
APP-01442,USR-00981,2024-02-19,rejected_reapply,employed,excellent,mobile,7000,7,yes,yes,32
APP-01443,USR-00922,2024-04-06,rejected_reapply,employed,fair,desktop,48000,1,no,,4
APP-01444,USR-01425,2023-04-24,new_user,employed,poor,desktop,40000,7,yes,no,15
APP-01445,USR-00906,2024-03-08,abandoned_restart,employed,good,mobile,42000,7,yes,yes,29
APP-01446,USR-00455,2023-12-22,new_user,employed,good,mobile,46000,3,no,,6
APP-01447,USR-01778,2023-07-26,abandoned_restart,self-employed,excellent,mobile,11000,1,no,,8
APP-01448,USR-00231,2023-08-23,abandoned_restart,self-employed,fair,desktop,34000,2,no,,14
APP-01449,USR-00620,2024-03-17,abandoned_restart,student,fair,mobile,12000,7,yes,no,18
APP-01450,USR-00168,2023-12-21,new_user,self-employed,good,tablet,45000,2,no,,8
APP-01451,USR-00731,2024-05-29,new_user,employed,good,mobile,47000,7,yes,no,21
APP-01452,USR-00270,2023-07-27,new_user,unemployed,fair,mobile,27000,7,yes,no,26
APP-01453,USR-01311,2023-05-05,rejected_reapply,unemployed,good,mobile,12000,1,no,,4
APP-01454,USR-00027,2023-05-18,new_user,employed,good,mobile,13000,5,no,,52
APP-01455,USR-01610,2023-12-05,rejected_reapply,employed,excellent,desktop,8000,7,yes,yes,22
APP-01456,USR-01823,2024-06-20,second_loan,student,excellent,tablet,16000,0,no,,4
APP-01457,USR-00099,2023-03-09,new_user,employed,fair,mobile,29000,2,no,,12
APP-01458,USR-00998,2024-06-24,abandoned_restart,unemployed,good,tablet,35000,5,no,,32
APP-01459,USR-01177,2024-01-18,abandoned_restart,employed,fair,desktop,29000,5,no,,34
APP-01460,USR-01041,2023-01-19,second_loan,employed,good,mobile,31000,5,no,,13
APP-01461,USR-00131,2024-03-25,second_loan,employed,good,desktop,13000,2,no,,10
APP-01462,USR-01505,2023-03-15,abandoned_restart,employed,excellent,mobile,12000,5,no,,53
APP-01463,USR-00294,2023-10-03,new_user,self-employed,good,mobile,2000,2,no,,13
APP-01464,USR-01380,2023-02-17,abandoned_restart,student,excellent,mobile,33000,5,no,,43
APP-01465,USR-00042,2023-07-30,new_user,employed,excellent,desktop,8000,5,no,,45
APP-01466,USR-01491,2024-06-23,abandoned_restart,employed,excellent,mobile,41000,7,yes,yes,23
APP-01467,USR-00414,2023-07-10,rejected_reapply,self-employed,excellent,desktop,40000,2,no,,19
APP-01468,USR-00439,2023-11-11,new_user,self-employed,good,desktop,49000,5,no,,5
APP-01469,USR-01645,2023-04-23,abandoned_restart,employed,fair,mobile,41000,5,no,,49
APP-01470,USR-01506,2023-06-19,new_user,employed,fair,mobile,32000,7,yes,no,21
APP-01471,USR-00610,2024-04-12,new_user,self-employed,poor,mobile,38000,5,no,,39
APP-01472,USR-01133,2023-01-14,new_user,self-employed,good,mobile,28000,5,no,,63
APP-01473,USR-00029,2023-10-15,abandoned_restart,employed,good,mobile,15000,2,no,,15
APP-01474,USR-00442,2023-07-08,rejected_reapply,employed,good,mobile,23000,5,no,,3
APP-01475,USR-01842,2023-06-04,rejected_reapply,student,excellent,mobile,24000,1,no,,2
APP-01476,USR-00191,2024-04-15,new_user,self-employed,excellent,mobile,13000,2,no,,11
APP-01477,USR-00494,2023-03-16,rejected_reapply,employed,fair,mobile,21000,1,no,,2
APP-01478,USR-01259,2023-10-04,abandoned_restart,employed,fair,mobile,12000,5,no,,4
APP-01479,USR-01302,2023-12-09,new_user,self-employed,good,desktop,13000,1,no,,6
